system_id,system_name,thing_id,thing_token,resource_name,resource_type,resource_key
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,relativehum_avg_d,numeric,relativehum_avg_d
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,relativehum_avg_h,numeric,relativehum_avg_h
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,relativehum_avg_w,numeric,relativehum_avg_w
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,temperature,numeric,temperature
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,temperature_avg_d,numeric,temperature_avg_d
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,temperature_avg_h,numeric,temperature_avg_h
S02,CONTAMINACIÓN EXTERIOR,gdhnZio3Rp41Iu0V4m4ry7RLvndUw-M0jxoZgJayjEc,3uLiFO_MkT3Uc-bwqP6AmNtf9gL3gh5lVgusMuOd9mM,temperature_avg_w,numeric,temperature_avg_w
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,co,numeric,co
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,co2,numeric,co2
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,co2_avg_d,numeric,co2_avg_d
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,co2_avg_h,numeric,co2_avg_h
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,co2_avg_w,numeric,co2_avg_w
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,co_avg_d,numeric,co_avg_d
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,co_avg_h,numeric,co_avg_h
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,co_avg_w,numeric,co_avg_w
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,ctm_payload,string,ctm_payload
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,description,boolean,description
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,ica_aemet,unknown,ica_aemet
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,ica_aemet_num,numeric,ica_aemet_num
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,ica_aemet_num_avg_d,numeric,ica_aemet_num_avg_d
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,ica_aemet_num_avg_h,numeric,ica_aemet_num_avg_h
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,ica_aemet_num_avg_w,numeric,ica_aemet_num_avg_w
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,no,numeric,no
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,no2,numeric,no2
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,no2_avg_d,numeric,no2_avg_d
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,no2_avg_h,numeric,no2_avg_h
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,no2_avg_w,numeric,no2_avg_w
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,no_avg_d,numeric,no_avg_d
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,no_avg_h,numeric,no_avg_h
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,no_avg_w,numeric,no_avg_w
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,o3,numeric,o3
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,o3_avg_d,numeric,o3_avg_d
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,o3_avg_h,numeric,o3_avg_h
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,o3_avg_w,numeric,o3_avg_w
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,pm1,numeric,pm1
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,pm10,numeric,pm10
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,pm10_avg_d,numeric,pm10_avg_d
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,pm10_avg_h,numeric,pm10_avg_h
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,pm10_avg_w,numeric,pm10_avg_w
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,pm1_avg_d,numeric,pm1_avg_d
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,pm1_avg_h,numeric,pm1_avg_h
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,pm1_avg_w,numeric,pm1_avg_w
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,pm25,numeric,pm25
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,pm25_avg_d,numeric,pm25_avg_d
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,pm25_avg_h,numeric,pm25_avg_h
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,pm25_avg_w,numeric,pm25_avg_w
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,polen,unknown,polen
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,polen_avg_d,numeric,polen_avg_d
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,polen_avg_h,numeric,polen_avg_h
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,polen_avg_w,numeric,polen_avg_w
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,pressure,numeric,pressure
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,pressure_avg_d,numeric,pressure_avg_d
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,pressure_avg_h,numeric,pressure_avg_h
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,pressure_avg_w,numeric,pressure_avg_w
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,relativehum,unknown,relativehum
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,relativehum_avg_d,numeric,relativehum_avg_d
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,relativehum_avg_h,numeric,relativehum_avg_h
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,relativehum_avg_w,numeric,relativehum_avg_w
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,temperature,numeric,temperature
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,temperature_avg_d,numeric,temperature_avg_d
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,temperature_avg_h,numeric,temperature_avg_h
S02,CONTAMINACIÓN EXTERIOR,YwZ06s4-aeESCU3tFvYvA3N_Xl9VQQabwi7swBFUUw8,XmBWZedZSmPlQ_y9fX7v__3Vgjpk9MjKVHLIrZ36JKg,temperature_avg_w,numeric,temperature_avg_w
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,co,numeric,co
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,co2,numeric,co2
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,co2_avg_d,numeric,co2_avg_d
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,co2_avg_h,numeric,co2_avg_h
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,co2_avg_w,numeric,co2_avg_w
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,co_avg_d,numeric,co_avg_d
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,co_avg_h,numeric,co_avg_h
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,co_avg_w,numeric,co_avg_w
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,ctm_payload,string,ctm_payload
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,description,boolean,description
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,ica_aemet,unknown,ica_aemet
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,ica_aemet_num,numeric,ica_aemet_num
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,ica_aemet_num_avg_d,numeric,ica_aemet_num_avg_d
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,ica_aemet_num_avg_h,numeric,ica_aemet_num_avg_h
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,ica_aemet_num_avg_w,numeric,ica_aemet_num_avg_w
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,no,numeric,no
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,no2,numeric,no2
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,no2_avg_d,numeric,no2_avg_d
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,no2_avg_h,numeric,no2_avg_h
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,no2_avg_w,numeric,no2_avg_w
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,no_avg_d,numeric,no_avg_d
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,no_avg_h,numeric,no_avg_h
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,no_avg_w,numeric,no_avg_w
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,o3,numeric,o3
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,o3_avg_d,numeric,o3_avg_d
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,o3_avg_h,numeric,o3_avg_h
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,o3_avg_w,numeric,o3_avg_w
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,pm1,numeric,pm1
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,pm10,numeric,pm10
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,pm10_avg_d,numeric,pm10_avg_d
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,pm10_avg_h,numeric,pm10_avg_h
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,pm10_avg_w,numeric,pm10_avg_w
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,pm1_avg_d,numeric,pm1_avg_d
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,pm1_avg_h,numeric,pm1_avg_h
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,pm1_avg_w,numeric,pm1_avg_w
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,pm25,numeric,pm25
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,pm25_avg_d,numeric,pm25_avg_d
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,pm25_avg_h,numeric,pm25_avg_h
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,pm25_avg_w,numeric,pm25_avg_w
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,polen,unknown,polen
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,polen_avg_d,numeric,polen_avg_d
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,polen_avg_h,numeric,polen_avg_h
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,polen_avg_w,numeric,polen_avg_w
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,pressure,numeric,pressure
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,pressure_avg_d,numeric,pressure_avg_d
S02,CONTAMINACIÓN EXTERIOR,5ZNeqH6IoaRddPT_tGfAFrGPQ58Sd3kEohKXgDvw5oQ,L5Wx_uaEpgBCw1Bhc_5EKcuqzzEFsC32IyrBAfFfLCs,pressure_avg_h,numeric,pressure_avg_h
